hotel,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,arrival_date_num,stay_type,is_canceled
City Hotel,6,October,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,102.41,0,1,5,2.0,10,Medium Stay,0
Resort Hotel,199,August,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,115.0,0.0,0,Contract,87.75,0,1,11,2.0,8,Long Stay,0
Resort Hotel,38,May,2,6,2,0.0,0,HB,CHE,Direct,Direct,0,0,0,G,1,No Deposit,250.0,0.0,0,Transient,155.0,0,0,8,2.0,5,Long Stay,0
Resort Hotel,309,March,4,10,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,84.6,0,0,14,2.0,3,Long Stay,1
City Hotel,277,November,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0.0,0.0,0,Transient,100.0,0,0,3,2.0,11,Short Stay,1
City Hotel,5,January,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,58.52,0,1,3,2.0,1,Short Stay,0
City Hotel,251,September,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,100.3,0,2,4,2.0,9,Medium Stay,0
City Hotel,372,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,7,Short Stay,1
Resort Hotel,82,November,0,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,0,No Deposit,250.0,0.0,0,Transient,42.12,0,2,5,2.0,11,Medium Stay,0
Resort Hotel,131,May,2,5,1,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,161.29,0,2,7,1.0,5,Medium Stay,0
City Hotel,10,October,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,3,2.0,10,Short Stay,0
Resort Hotel,4,April,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,46.0,0,1,1,2.0,4,Short Stay,0
City Hotel,28,August,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,4,2.0,8,Medium Stay,1
City Hotel,1,September,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,0,Non Refund,50.0,0.0,0,Transient,102.6,0,0,2,2.0,9,Short Stay,1
City Hotel,141,August,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,0,No Deposit,14.0,0.0,0,Transient,150.0,0,2,2,2.0,8,Short Stay,1
Resort Hotel,129,March,2,5,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,C,0,No Deposit,242.0,0.0,0,Transient,76.97,0,0,7,4.0,3,Medium Stay,0
City Hotel,65,October,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,0,Transient,111.0,0,0,3,2.0,10,Short Stay,0
City Hotel,67,May,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,153.0,0,0,3,2.0,5,Short Stay,1
City Hotel,200,September,1,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,152.15,0,2,4,2.0,9,Medium Stay,0
City Hotel,31,November,1,3,2,0.0,0,SC,NGA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,4,2.0,11,Medium Stay,1
City Hotel,622,March,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,3,Short Stay,1
City Hotel,10,February,1,3,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,91.8,0,1,4,1.0,2,Medium Stay,0
Resort Hotel,0,June,1,3,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,113.0,0,1,4,1.0,6,Medium Stay,0
Resort Hotel,35,October,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,4,No Deposit,0.0,0.0,0,Transient,67.5,0,0,1,3.0,10,Short Stay,1
City Hotel,199,November,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,22.0,0.0,0,Transient,63.75,0,1,3,1.0,11,Short Stay,0
City Hotel,56,February,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29.0,0.0,0,Transient,60.0,0,0,3,2.0,2,Short Stay,1
City Hotel,212,November,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,86.7,0,0,4,2.0,11,Medium Stay,0
Resort Hotel,164,August,2,5,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,250.0,0.0,0,Transient,267.5,1,1,7,2.0,8,Medium Stay,0
City Hotel,111,May,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,2,No Deposit,9.0,0.0,0,Transient,126.0,0,1,4,2.0,5,Medium Stay,0
City Hotel,88,February,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,71.28,0,1,1,2.0,2,Short Stay,1
City Hotel,19,May,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,1,1,2.0,5,Short Stay,0
City Hotel,9,January,2,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,27.0,0.0,0,Transient,44.8,0,0,5,1.0,1,Medium Stay,0
Resort Hotel,57,November,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,29.0,0,0,3,2.0,11,Short Stay,0
Resort Hotel,74,October,3,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,240.0,0.0,0,Transient,86.0,0,2,9,2.0,10,Long Stay,1
City Hotel,128,August,1,2,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,125.0,0,2,3,2.0,8,Short Stay,0
Resort Hotel,12,August,2,3,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,4,No Deposit,250.0,0.0,0,Transient,295.0,0,1,5,3.0,8,Medium Stay,0
Resort Hotel,74,January,1,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,30.0,0,1,3,1.0,1,Short Stay,0
City Hotel,29,August,0,3,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,0,No Deposit,14.0,0.0,0,Transient,201.0,0,0,3,3.0,8,Short Stay,1
City Hotel,88,April,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,9.0,0.0,0,Transient,162.0,0,3,4,2.0,4,Medium Stay,0
City Hotel,116,June,2,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,75.27,0,0,5,2.0,6,Medium Stay,0
City Hotel,329,May,0,4,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9.0,0.0,0,Transient,109.8,0,2,4,1.0,5,Medium Stay,1
City Hotel,214,May,2,4,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,115.8,0,0,6,2.0,5,Medium Stay,0
City Hotel,10,March,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37.0,0.0,0,Transient-Party,95.0,0,1,2,2.0,3,Short Stay,0
City Hotel,111,April,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37.0,0.0,0,Transient-Party,95.0,0,1,2,2.0,4,Short Stay,0
City Hotel,2,May,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,0,No Deposit,0.0,153.0,0,Transient,110.0,0,0,2,1.0,5,Short Stay,1
City Hotel,69,March,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,8.0,0.0,0,Transient,82.45,0,0,5,2.0,3,Medium Stay,0
City Hotel,146,March,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,86.0,0.0,28,Transient,80.0,0,0,3,1.0,3,Short Stay,1
Resort Hotel,221,October,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,208.0,0.0,0,Transient,34.0,0,0,2,2.0,10,Short Stay,1
City Hotel,53,October,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,1,2,2.0,10,Short Stay,0
City Hotel,14,April,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,119.0,0,2,2,2.0,4,Short Stay,0
City Hotel,126,May,1,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient-Party,111.35,0,1,6,2.0,5,Medium Stay,0
City Hotel,1,February,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,426.0,0,Transient,80.0,0,0,1,1.0,2,Short Stay,0
City Hotel,141,September,1,0,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient-Party,90.0,0,0,1,2.0,9,Short Stay,0
Resort Hotel,201,August,4,7,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,F,1,No Deposit,250.0,0.0,0,Transient-Party,196.2,0,3,11,3.0,8,Long Stay,0
City Hotel,158,July,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,89.25,0,0,4,2.0,7,Medium Stay,1
City Hotel,28,October,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,9.0,0.0,0,Contract,113.3,0,1,2,2.0,10,Short Stay,1
City Hotel,24,June,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,1,4,2.0,6,Medium Stay,1
Resort Hotel,0,July,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,241.0,0.0,0,Transient,123.2,0,0,1,2.0,7,Short Stay,1
City Hotel,142,August,0,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,186.3,1,1,3,4.0,8,Short Stay,0
Resort Hotel,1,November,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,68.0,1,0,1,2.0,11,Short Stay,0
City Hotel,304,April,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9.0,0.0,0,Transient,126.0,0,0,1,3.0,4,Short Stay,1
City Hotel,58,April,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,11.0,0.0,0,Transient,96.08,0,0,5,2.0,4,Medium Stay,0
City Hotel,158,May,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,37.0,0.0,31,Transient,130.0,0,0,2,1.0,5,Short Stay,1
Resort Hotel,79,May,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,80.0,0,1,1,2.0,5,Short Stay,1
City Hotel,116,February,2,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,134.0,0.0,0,Transient-Party,76.0,0,0,3,1.0,2,Short Stay,0
Resort Hotel,3,February,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,57.0,0.0,0,Transient,42.0,0,0,5,2.0,2,Medium Stay,0
City Hotel,169,July,1,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,130.05,0,0,6,3.0,7,Medium Stay,1
City Hotel,405,August,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,8,Short Stay,1
City Hotel,45,August,1,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,1,2,2.0,8,Short Stay,0
Resort Hotel,35,December,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient-Party,60.0,0,2,3,2.0,12,Short Stay,0
City Hotel,8,May,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,7.0,0.0,0,Transient,136.8,0,1,4,2.0,5,Medium Stay,0
Resort Hotel,11,October,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,177.0,0.0,0,Transient-Party,41.45,0,1,3,2.0,10,Short Stay,0
Resort Hotel,124,September,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,147.0,0.0,0,Transient,53.69,1,0,7,2.0,9,Medium Stay,0
City Hotel,66,March,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,0,No Deposit,154.0,0.0,0,Transient-Party,80.0,0,1,3,2.0,3,Short Stay,0
Resort Hotel,21,June,0,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,101.5,1,1,2,2.0,6,Short Stay,0
Resort Hotel,7,March,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient,0.0,0,0,2,2.0,3,Short Stay,1
City Hotel,8,July,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,105.0,0,1,1,2.0,7,Short Stay,0
City Hotel,19,April,0,3,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,79.8,0,1,3,1.0,4,Short Stay,0
City Hotel,195,July,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,83.0,0.0,0,Transient,104.4,0,0,3,2.0,7,Short Stay,0
City Hotel,14,January,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,4,2.0,1,Medium Stay,1
City Hotel,99,March,0,3,2,0.0,0,SC,HRV,Online TA,TA/TO,0,0,0,A,3,No Deposit,9.0,0.0,0,Transient-Party,85.5,0,0,3,2.0,3,Short Stay,0
Resort Hotel,7,February,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,240.0,0.0,0,Transient,39.0,1,1,1,1.0,2,Short Stay,0
City Hotel,195,September,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,20.0,0.0,0,Transient,48.0,0,0,2,2.0,9,Short Stay,1
Resort Hotel,146,June,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,110.0,0,1,5,2.0,6,Medium Stay,0
City Hotel,377,October,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient-Party,115.0,0,1,2,2.0,10,Short Stay,0
Resort Hotel,2,May,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,72.0,0,1,3,2.0,5,Short Stay,0
Resort Hotel,32,August,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,225.0,0,1,3,2.0,8,Short Stay,1
City Hotel,7,March,2,2,0,2.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,0,No Deposit,9.0,0.0,0,Transient-Party,85.96,0,1,4,2.0,3,Medium Stay,1
City Hotel,120,August,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,114.3,0,0,4,2.0,8,Medium Stay,1
City Hotel,102,October,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,6.0,0.0,0,Transient-Party,80.0,0,0,2,1.0,10,Short Stay,1
City Hotel,90,May,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,116.1,0,0,2,2.0,5,Short Stay,1
Resort Hotel,205,August,2,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,196.0,0.0,0,Transient,162.14,1,1,7,3.0,8,Medium Stay,0
Resort Hotel,86,August,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,276.0,1,0,4,4.0,8,Medium Stay,0
City Hotel,359,October,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21.0,0.0,0,Transient-Party,78.0,0,1,5,2.0,10,Medium Stay,0
City Hotel,105,April,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,12.0,0.0,0,Transient,75.0,0,0,1,2.0,4,Short Stay,1
Resort Hotel,121,May,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,243.0,0.0,0,Contract,39.4,0,0,7,2.0,5,Medium Stay,0
Resort Hotel,34,December,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,3,No Deposit,240.0,0.0,0,Transient,58.0,0,1,5,2.0,12,Medium Stay,0
City Hotel,221,June,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,3.0,0.0,15,Transient,80.0,0,0,3,2.0,6,Short Stay,1
City Hotel,274,April,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,4,Short Stay,1
Resort Hotel,60,July,1,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,0,No Deposit,242.0,0.0,0,Transient,194.0,0,1,3,1.0,7,Short Stay,0
City Hotel,169,July,1,0,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,1,2.0,7,Short Stay,0
City Hotel,48,October,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,120.0,0,0,2,2.0,10,Short Stay,1
City Hotel,36,December,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,168.73,0,0,4,2.0,12,Medium Stay,0
Resort Hotel,14,October,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,47.0,0,Transient,48.0,0,0,4,1.0,10,Medium Stay,0
Resort Hotel,117,May,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,242.0,0.0,0,Transient,52.2,0,1,5,2.0,5,Medium Stay,0
City Hotel,335,September,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1.0,0.0,0,Contract,62.0,0,0,2,2.0,9,Short Stay,1
Resort Hotel,14,November,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,40.0,0.0,0,Transient,58.65,0,0,7,2.0,11,Medium Stay,0
Resort Hotel,124,May,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,85.0,0,1,5,2.0,5,Medium Stay,1
Resort Hotel,213,May,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,0,No Deposit,298.0,0.0,0,Transient-Party,85.0,0,0,2,2.0,5,Short Stay,0
City Hotel,60,June,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,85.0,0.0,0,Transient,80.1,0,0,3,2.0,6,Short Stay,0
Resort Hotel,21,February,1,0,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,360.0,0.0,0,Transient,74.0,0,0,1,2.0,2,Short Stay,0
Resort Hotel,6,May,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,92.0,1,1,1,2.0,5,Short Stay,0
City Hotel,16,April,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,2,A,0,No Deposit,0.0,91.0,0,Transient,95.0,0,0,1,1.0,4,Short Stay,1
City Hotel,405,July,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient-Party,114.4,0,0,2,2.0,7,Short Stay,0
City Hotel,27,December,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,91.8,0,1,3,2.0,12,Short Stay,0
City Hotel,69,March,1,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,1,No Deposit,9.0,0.0,0,Transient,150.3,0,1,2,4.0,3,Short Stay,1
Resort Hotel,131,October,2,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,2,2.0,10,Short Stay,0
Resort Hotel,2,August,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,137.7,1,1,1,2.0,8,Short Stay,0
City Hotel,249,May,0,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,219.0,0,2,3,4.0,5,Short Stay,1
Resort Hotel,102,July,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,292.0,0,0,4,4.0,7,Medium Stay,1
City Hotel,174,June,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,110.0,0,0,3,2.0,6,Short Stay,1
Resort Hotel,18,April,1,1,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,0,No Deposit,240.0,0.0,0,Transient,178.0,0,1,2,4.0,4,Short Stay,1
City Hotel,123,April,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,3.0,0.0,0,Transient,88.2,0,1,6,2.0,4,Medium Stay,1
Resort Hotel,55,September,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,114.9,0,0,4,2.0,9,Medium Stay,1
City Hotel,2,November,0,1,1,0.0,0,BB,MOZ,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,375.0,0.0,0,Transient-Party,95.0,0,0,1,1.0,11,Short Stay,0
City Hotel,109,August,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,89.0,0.0,0,Transient,104.4,0,0,7,2.0,8,Medium Stay,0
City Hotel,45,June,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,136.67,0,1,6,2.0,6,Medium Stay,1
City Hotel,30,September,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,121.0,0,0,2,2.0,9,Short Stay,1
City Hotel,482,November,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,2,2.0,11,Short Stay,1
Resort Hotel,78,October,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,3,2.0,10,Short Stay,1
City Hotel,35,June,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,27.0,0.0,0,Transient,96.3,0,0,5,2.0,6,Medium Stay,0
Resort Hotel,1,January,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,1,No Deposit,0.0,0.0,0,Transient,45.0,1,0,2,1.0,1,Short Stay,0
City Hotel,67,March,2,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,146.2,0,2,4,2.0,3,Medium Stay,0
Resort Hotel,122,February,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,241.0,0.0,0,Transient,42.81,0,1,3,2.0,2,Short Stay,0
City Hotel,0,October,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,90.9,0,1,1,2.0,10,Short Stay,0
Resort Hotel,12,April,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,1,No Deposit,385.0,0.0,0,Transient-Party,72.0,0,0,3,2.0,4,Short Stay,1
Resort Hotel,19,April,1,4,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,35.1,0,0,5,1.0,4,Medium Stay,0
City Hotel,215,November,1,1,1,0.0,0,BB,ITA,Groups,Corporate,0,0,0,A,2,No Deposit,0.0,233.0,0,Transient,75.0,0,0,2,1.0,11,Short Stay,0
City Hotel,130,July,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,105.3,0,0,3,2.0,7,Short Stay,0
City Hotel,68,October,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,96.6,0,2,3,2.0,10,Short Stay,0
City Hotel,143,May,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,56.0,0.0,0,Transient,120.0,0,0,2,2.0,5,Short Stay,1
Resort Hotel,9,November,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,0,No Deposit,241.0,0.0,0,Transient,82.51,1,1,7,2.0,11,Medium Stay,0
City Hotel,9,December,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,109.33,0,1,3,2.0,12,Short Stay,0
